facility,district 
5083070,4
5083197,4
5083500,4
5083709,4
5083972,4
5084488,4
5085564,4
5086530,4
5089242,4
5089897,4
5089937,4
5089947,4
5092839,4
5097502,4
5098202,4
5098648,4
5101811,4
5102890,4
5104203,4
5104771,4
5105688,4
5105808,4
5106006,4
5109597,4
5110661,4
5111314,4
5113449,4
5113500,4
5117949,4
5118157,4
5119651,4
5119966,4
5120752,4
5122778,4
5123983,4
5124014,4
5124218,4
5127986,4
5128782,4
5129324,4
5131138,4
5133059,4
5133366,4
5134378,4
5134651,4
5135610,4
5137413,4
5138708,4
5140727,4
5140795,4
5140883,4
5141047,4
5142734,4
5143111,4
5146186,4
5147311,4
5149487,4
5152306,4
5152355,4
5157408,4
5157441,4
5157526,4
5157864,4
5158733,4
5160515,4
5161074,4
5161632,4
5163379,4
5163957,4
5164219,4
5164478,4
5168488,4
5170632,4
5171366,4
5171607,4
5173660,4
5174229,4
5174832,4
5175893,4
5177508,4
5178112,4
5178669,4
5178961,4
5179432,4
5181106,4
5181764,4
5183409,4
5184842,4
5185685,4
5187730,4
5188076,4
5189333,4
5191226,4
5191848,4
5200818,4
5202223,4
5204804,4
5205261,4
5206484,4
5208308,4
5208592,4
5211792,4
5211931,4
5213953,4
5214633,4
5217727,4
5217772,4
5218122,4
5219076,4
5220305,4
5221777,4
5222153,4
5223429,4
5223859,4
545,5
1762,5
2068,5
3445,5
4086,5
5416,5
10240,5
11542,5
13335,5
13453,5
14827,5
15157,5
15688,5
15948,5
16457,5
17419,5
18310,5
19447,5
20775,5
21623,5
22244,5
23716,5
23841,5
29522,5
33882,5
36461,5
37188,5
37197,5
39916,5
40969,5
43720,5
46001,5
46796,5
49297,5
50353,5
51076,5
51103,5
51747,5
51825,5
53091,5
53166,5
53667,5
54553,5
55091,5
56031,5
57669,5
60828,5
61086,5
62826,5
68166,5
68804,5
68888,5
71070,5
71593,5
72434,5
74459,5
75188,5
77079,5
77730,5
78830,5
79475,5
79821,5
80401,5
81640,5
81814,5
82362,5
82450,5
85916,5
87893,5
90220,5
91864,5
97229,5
97909,5
98074,5
100107,5
100592,5
100695,5
106162,5
107323,5
108129,5
108850,5
109231,5
113823,5
117189,5
118638,5
119047,5
119632,5
122880,5
122930,5
123157,5
125016,5
126031,5
127728,5
129390,5
132928,5
133587,5
133777,5
134131,5
134785,5
138298,5
139602,5
141622,5
142188,5
145289,5
145539,5
145923,5
148974,5
151142,5
152268,5
157903,5
159195,5
162360,5
162994,5
163580,5
163896,5
165677,5
169014,5
169970,5
174117,5
174464,5
176181,5
178506,5
181010,5
181619,5
183201,5
187973,5
190229,5
190552,5
194001,5
195099,5
195342,5
196332,5
197250,5
198438,5
198848,5
200009,5
201249,5
206159,5
207203,5
208797,5
209741,5
210375,5
211161,5
212907,5
213258,5
214809,5
216728,5
218635,5
220668,5
222342,5
223208,5
225622,5
226490,5
230922,5
231993,5
233119,5
233285,5
234140,5
234337,5
237090,5
238150,5
238611,5
240035,5
241004,5
241966,5
246452,5
246853,5
247373,5
249337,5
252573,5
254337,5
255013,5
256959,5
258826,5
260612,5
262108,5
263088,5
265133,5
268026,5
269745,5
273817,5
274794,5
276227,5
276950,5
277188,5
277471,5
277672,5
277789,5
279440,5
280432,5
280512,5
280654,5
285269,5
285601,5
285733,5
285862,5
286902,5
287191,5
288635,5
288995,5
289060,5
289211,5
290515,5
292303,5
292795,5
294864,5
297812,5
300722,5
300978,5
302166,5
303006,5
306273,5
306380,5
307418,5
308425,5
309280,5
310416,5
313146,5
314259,5
315596,5
316091,5
317678,5
318524,5
319246,5
321935,5
323582,5
324930,5
326314,5
326379,5
326807,5
328237,5
330610,5
331374,5
331992,5
334882,5
335179,5
341625,5
342230,5
342622,5
345810,5
347207,5
347635,5
347790,5
349775,5
351070,5
351337,5
352233,5
353390,5
354447,5
357339,5
359753,5
360234,5
361059,5
361346,5
361439,5
362421,5
363431,5
365632,5
368022,5
368080,5
369828,5
369902,5
371658,5
372154,5
373736,5
374589,5
375384,5
375963,5
378501,5
379351,5
379507,5
379760,5
382956,5
383925,5
384724,5
386992,5
389218,5
392343,5
392530,5
393769,5
394894,5
395420,5
396302,5
397800,5
397892,5
397952,5
399698,5
399851,5
406667,5
407873,5
408431,5
410947,5
414513,5
416505,5
417538,5
419889,5
422378,5
423870,5
425804,5
427386,5
428085,5
428881,5
429281,5
429326,5
429343,5
429813,5
430392,5
432822,5
434580,5
435616,5
437405,5
438294,5
439205,5
442411,5
442927,5
443028,5
443185,5
443521,5
444240,5
446384,5
446529,5
447125,5
449570,5
451906,5
455009,5
455748,5
455843,5
456288,5
456915,5
457480,5
459059,5
459811,5
461484,5
461690,5
462959,5
464046,5
464958,5
466448,5
467047,5
467876,5
468514,5
469707,5
470729,5
471121,5
471207,5
471430,5
471955,5
471987,5
473632,5
473973,5
474489,5
477176,5
478161,5
478358,5
479305,5
480419,5
485757,5
487803,5
488269,5
489551,5
490391,5
490471,5
491640,5
494329,5
494927,5
495012,5
496267,5
497018,5
497113,5
497291,5
498684,5
500015,5
500273,5
500956,5
504749,5
506824,5
506985,5
507916,5
509181,5
509594,5
511482,5
511749,5
513205,5
514044,5
517258,5
519114,5
519127,5
520219,5
522474,5
523454,5
524045,5
524626,5
524882,5
524992,5
526583,5
526874,5
527221,5
527726,5
529582,5
530114,5
530646,5
531969,5
532413,5
533893,5
537715,5
537836,5
538198,5
538841,5
540463,5
540763,5
540800,5
541054,5
541689,5
544880,5
547383,5
554221,5
555951,5
556379,5
556429,5
558844,5
560786,5
567125,5
568178,5
569898,5
570698,5
571466,5
574300,5
575661,5
576971,5
582244,5
584759,5
585455,5
589124,5
589238,5
594457,5
595882,5
595913,5
598881,5
599829,5
602496,5
607400,5
608004,5
608070,5
609498,5
610588,5
612183,5
614648,5
614792,5
618909,5
622503,5
623415,5
623464,5
624802,5
624948,5
625377,5
626007,5
626121,5
626419,5
630402,5
631379,5
632703,5
633609,5
633665,5
634223,5
634571,5
636496,5
637672,5
639410,5
639609,5
640263,5
643733,5
647855,5
648793,5
651005,5
651468,5
651668,5
653058,5
653837,5
653957,5
654401,5
655358,5
656377,5
656992,5
657254,5
667703,5
667789,5
669001,5
669388,5
670069,5
671476,5
672962,5
673030,5
674267,5
675095,5
677493,5
682394,5
683111,5
683897,5
685239,5
685381,5
687394,5
687566,5
688711,5
688735,5
689183,5
690203,5
691595,5
692252,5
692778,5
693311,5
694163,5
696483,5
696631,5
696665,5
696872,5
700388,5
700837,5
700983,5
701751,5
703084,5
704570,5
708947,5
716100,5
717279,5
717732,5
720793,5
724789,5
725242,5
726036,5
726151,5
729207,5
729287,5
731043,5
734347,5
734947,5
736559,5
736608,5
736727,5
736915,5
737877,5
738383,5
739252,5
739482,5
739895,5
741464,5
741710,5
741751,5
742606,5
744784,5
746027,5
751245,5
754523,5
754568,5
755625,5
761502,5
761892,5
764717,5
766812,5
766948,5
770546,5
770795,5
779330,5
780603,5
780637,5
781136,5
783989,5
786551,5
791306,5
795055,5
795803,5
796944,5
796950,5
796980,5
797007,5
798038,5
798304,5
799519,5
799534,5
799950,5
801646,5
807119,5
808816,5
810043,5
813495,5
814176,5
815359,5
815619,5
816088,5
817063,5
819500,5
821368,5
823315,5
824311,5
825198,5
825924,5
826144,5
826495,5
827386,5
828130,5
830051,5
832212,5
833102,5
837160,5
838710,5
839749,5
839976,5
840397,5
840439,5
840547,5
842060,5
843954,5
845819,5
845889,5
847036,5
847756,5
847788,5
848211,5
850179,5
850209,5
850256,5
850505,5
853144,5
853356,5
854270,5
854466,5
855991,5
856151,5
857618,5
857905,5
858077,5
859859,5
861670,5
862326,5
864321,5
864507,5
865300,5
866481,5
866806,5
867778,5
869672,5
869871,5
870970,5
872272,5
873367,5
873637,5
874264,5
876845,5
880415,5
880657,5
880672,5
880744,5
880828,5
888421,5
892159,5
893203,5
893864,5
894752,5
895299,5
895876,5
896023,5
896833,5
898688,5
900869,5
905126,5
908011,5
912833,5
914665,5
915242,5
916763,5
918674,5
918843,5
918898,5
920336,5
921805,5
925498,5
925850,5
927913,5
927941,5
928622,5
929758,5
930321,5
931913,5
932167,5
932508,5
937486,5
938700,5
940364,5
941219,5
941732,5
943559,5
946084,5
952206,5
952435,5
961083,5
962421,5
963903,5
964297,5
964919,5
965527,5
970966,5
971338,5
977542,5
979671,5
981169,5
982550,5
982904,5
983027,5
985033,5
985388,5
986179,5
988237,5
991085,5
991348,5
993320,5
993535,5
994319,5
995281,5
996159,5
998292,5
998883,5
1000008,5
1000307,5
1003805,5
1006014,5
1006170,5
1008209,5
1008454,5
1011642,5
1014226,5
1014742,5
1017758,5
1025468,5
1027125,5
1028042,5
1028284,5
1028350,5
1028750,5
1032442,5
1035072,5
1036424,5
1038364,5
1039650,5
1040078,5
1041717,5
1046236,5
1061486,5
1061945,5
1063013,5
1065846,5
1066397,5
1066719,5
1067957,5
1068418,5
1070291,5
1074852,5
1074950,5
1076721,5
1079199,5
1082988,5
1083035,5
1083391,5
1084751,5
1084829,5
1084919,5
1085113,5
1086535,5
1087846,5
1087937,5
1092820,5
1094433,5
1097185,5
1099483,5
1103454,5
1103700,5
1103872,5
1103873,5
1103912,5
1108309,5
1109725,5
1109950,5
1115781,5
1116707,5
1117232,5
1118755,5
1119690,5
1120198,5
1120215,5
1124079,5
1127164,5
1128943,5
1132442,5
1132609,5
1133746,5
1136526,5
1138000,5
1138513,5
1140014,5
1146538,5
1146615,5
1147671,5
1154700,5
1156538,5
1157675,5
1159472,5
1160012,5
1160147,5
1161200,5
1162461,5
1162614,5
1163047,5
1164832,5
1166200,5
1166304,5
1166378,5
1166624,5
1166699,5
1168295,5
1168868,5
1169733,5
1174495,5
1175727,5
1177766,5
1177876,5
1178169,5
1178218,5
1178596,5
1178769,5
1180121,5
1180159,5
1181650,5
1181855,5
1182307,5
1184063,5
1185061,5
1186500,5
1186616,5
1187351,5
1190858,5
1192457,5
1195505,5
1196338,5
1198834,5
1199622,5
1200931,5
1202216,5
1202955,5
1204310,5
1205503,5
1205584,5
1206611,5
1210272,5
1212223,5
1214007,5
1216951,5
1216985,5
1218785,5
1219910,5
1223624,5
1223897,5
1224382,5
1224387,5
1225254,5
1228515,5
1228936,5
1230845,5
1237728,5
1240331,5
1241329,5
1242747,5
1242960,5
1245096,5
1245382,5
1246501,5
1247130,5
1247845,5
1248719,5
1249472,5
1250201,5
1251261,5
1254139,5
1255129,5
1255207,5
1256107,5
1262340,5
1262369,5
1262682,5
1272548,5
1274514,5
1275952,5
1278008,5
1279419,5
1279577,5
1280333,5
1280921,5
1282020,5
1282299,5
1284078,5
1284372,5
1285710,5
1286350,5
1290982,5
1292160,5
1292878,5
1293150,5
1293339,5
1294579,5
1297246,5
1300205,5
1301626,5
1305772,5
1308139,5
1309623,5
1311589,5
1312723,5
1312909,5
1313858,5
1314852,5
1315145,5
1320390,5
1322495,5
1323441,5
1325239,5
1326489,5
1330101,5
1330360,5
1331949,5
1332555,5
1335094,5
1335102,5
1335798,5
1337147,5
1338943,5
1339446,5
1339834,5
1343310,5
1344468,5
1345460,5
1346902,5
1349970,5
1350561,5
1353870,5
1355400,5
1358050,5
1358106,5
1358485,5
1359444,5
1364007,5
1364514,5
1365463,5
1366875,5
1371813,5
1372149,5
1373364,5
1376383,5
1377412,5
1383867,5
1385482,5
1386335,5
1389047,5
1393825,5
1396519,5
1397023,5
1397708,5
1398012,5
1398072,5
1398301,5
1398502,5
1399585,5
1399723,5
1400836,5
1400837,5
1401757,5
1402561,5
1403275,5
1404151,5
1404247,5
1405631,5
1406930,5
1407005,5
1415781,5
1416395,5
1416647,5
1418537,5
1423106,5
1427993,5
1429551,5
1430298,5
1431086,5
1431291,5
1431580,5
1431633,5
1432547,5
1432548,5
1432778,5
1438588,5
1438664,5
1441664,5
1441762,5
1446500,5
1446761,5
1447003,5
1449978,5
1450521,5
1454352,5
1461279,5
1464768,5
1467780,5
1468448,5
1470948,5
1471412,5
1471754,5
1475137,5
1476476,5
1478177,5
1479261,5
1479870,5
1482594,5
1484421,5
1484514,5
1486243,5
1487612,5
1488779,5
1488796,5
1489970,5
1493853,5
1494494,5
1496154,5
1496228,5
1496599,5
1496791,5
1497134,5
1497189,5
1498048,5
1498972,5
1499510,5
1502023,5
1502199,5
1502400,5
1504192,5
1504827,5
1505948,5
1507799,5
1508173,5
1513722,5
1517214,5
1517886,5
1518222,5
1518235,5
1520899,5
1521081,5
1521233,5
1523869,5
1527756,5
1528239,5
1533343,5
1533581,5
1535657,5
1540319,5
1541357,5
1541596,5
1543454,5
1544438,5
1544747,5
1545766,5
1546261,5
1547462,5
1551425,5
1551790,5
1552023,5
1554041,5
1555401,5
1555652,5
1555714,5
1556662,5
1558675,5
1561469,5
1563221,5
1563235,5
1564066,5
1564103,5
1567209,5
1568535,5
1569739,5
1576115,5
1578545,5
1578644,5
1587755,5
1588128,5
1590162,5
1593942,5
1596869,5
1597370,5
1598765,5
1599378,5
1599504,5
1601400,5
1602825,5
1604238,5
1604380,5
1606827,5
1608597,5
1609815,5
1612175,5
1613036,5
1613407,5
1615485,5
1615594,5
1618742,5
1620119,5
1622797,5
1623004,5
1623283,5
1625585,5
1632602,5
1633162,5
1634989,5
1635156,5
1635468,5
1635668,5
1636225,5
1638012,5
1638695,5
1639252,5
1639339,5
1641163,5
1643168,5
1644224,5
1646004,5
1646768,5
1648598,5
1648919,5
1650879,5
1651083,5
1651481,5
1652808,5
1654006,5
1654436,5
1658435,5
1659407,5
1660369,5
1662022,5
1662637,5
1665789,5
1666006,5
1667470,5
1667544,5
1668237,5
1670785,5
1672135,5
1674470,5
1677553,5
1678056,5
1680326,5
1680755,5
1681695,5
1686569,5
1687041,5
1688033,5
1688121,5
1688711,5
1690138,5
1690656,5
1690909,5
1694145,5
1694341,5
1694558,5
1695506,5
1697975,5
1698317,5
1699321,5
1699620,5
1700889,5
1701948,5
1704385,5
1706670,5
1708339,5
1710987,5
1711739,5
1716489,5
1717317,5
1720034,5
1720930,5
1721132,5
1722165,5
1723168,5
1724119,5
1724468,5
1725413,5
1727071,5
1728802,5
1729629,5
1729947,5
1735618,5
1738015,5
1739744,5
1740390,5
1741638,5
1742344,5
1744797,5
1745708,5
1747040,5
1747819,5
1749187,5
1750446,5
1751310,5
1751636,5
1752757,5
1753048,5
1753878,5
1755250,5
1755849,5
1762097,5
1762889,5
1763561,5
1763923,5
1764072,5
1764713,5
1764821,5
1766488,5
1766627,5
1767352,5
1768275,5
1768831,5
1768910,5
1769843,5
1772049,5
1773843,5
1775043,5
1776883,5
1780902,5
1781903,5
1785057,5
1785841,5
1786341,5
1786543,5
1787108,5
1788306,5
1789989,5
1791777,5
1794745,5
1794758,5
1795982,5
1800217,5
1802536,5
1802699,5
1802994,5
1805060,5
1807535,5
1810009,5
1810344,5
1812698,5
1814257,5
1815670,5
1816908,5
1821958,5
1823907,5
1824534,5
1825392,5
1827194,5
1827396,5
1827865,5
1828156,5
1828198,5
1828323,5
1828376,5
1829047,5
1829889,5
1830369,5
1831637,5
1834182,5
1835035,5
1836572,5
1836895,5
1837141,5
1837188,5
1840521,5
1841173,5
1842946,5
1844241,5
1845052,5
1845955,5
1846200,5
1846423,5
1847613,5
1851424,5
1854017,5
1854734,5
1855247,5
1855299,5
1855575,5
1857569,5
1857590,5
1858932,5
1859932,5
1863627,5
1865341,5
1865557,5
1865695,5
1866460,5
1866788,5
1874822,5
1875157,5
1878549,5
1878924,5
1879421,5
1882148,5
1882686,5
1883005,5
1883569,5
1885560,5
1892201,5
1892892,5
1896659,5
1898108,5
1901384,5
1902462,5
1902737,5
1903645,5
1904152,5
1905490,5
1905654,5
1910076,5
1910402,5
1911353,5
1915496,5
1915540,5
1915661,5
1916332,5
1918594,5
1920464,5
1920980,5
1922284,5
1922539,5
1922943,5
1923868,5
1926651,5
1932600,5
1934838,5
1939089,5
1940599,5
1941318,5
1941696,5
1942268,5
1942300,5
1943576,5
1944577,5
1945224,5
1945255,5
1945759,5
1946449,5
1946532,5
1948017,5
1949429,5
1951017,5
1953211,5
1953329,5
1954762,5
1955097,5
1955198,5
1956903,5
1958084,5
1958854,5
1961510,5
1962620,5
1963190,5
1964975,5
1966025,5
1966873,5
1968530,5
1969338,5
1969635,5
1969670,5
1971372,5
1971899,5
1973018,5
1973169,5
1974687,5
1974831,5
1978399,5
1978845,5
1979473,5
1979772,5
1984336,5
1987399,5
1988187,5
1988372,5
1988416,5
1989132,5
1992838,5
1995222,5
1996132,5
1997225,5
2001018,5
2001780,5
2003410,5
2004770,5
2005066,5
2005313,5
2007806,5
2008778,5
2009761,5
2010821,5
2010923,5
2011991,5
2012143,5
2012263,5
2014201,5
2014709,5
2018376,5
2018700,5
2019002,5
2021655,5
2025080,5
2025550,5
2025707,5
2025829,5
2030513,5
2033186,5
2033521,5
2033538,5
2034313,5
2038583,5
2039383,5
2039755,5
2042840,5
2045347,5
2046396,5
2047794,5
2049847,5
2052459,5
2053010,5
2054575,5
2054974,5
2056010,5
2057441,5
2059612,5
2063119,5
2065167,5
2065351,5
2065985,5
2066333,5
2067972,5
2069032,5
2070964,5
2071497,5
2073809,5
2075101,5
2076926,5
2077609,5
2077928,5
2079843,5
2081691,5
2083493,5
2083569,5
2083704,5
2084414,5
2086875,5
2087607,5
2089050,5
2089655,5
2092332,5
2096068,5
2096596,5
2097168,5
2098787,5
2101161,5
2101269,5
2101279,5
2101616,5
2101757,5
2101903,5
2104103,5
2107141,5
2107635,5
2109760,5
2110350,5
2111692,5
2111753,5
2111964,5
2112166,5
2114719,5
2115865,5
2116427,5
2117127,5
2119088,5
2121944,5
2123735,5
2128765,5
2129345,5
2131134,5
2131514,5
2131548,5
2134184,5
2135365,5
2142736,5
2143525,5
2144542,5
2144574,5
2146760,5
2148881,5
2151044,5
2153582,5
2154381,5
2155736,5
2159097,5
2159384,5
2159970,5
2160707,5
2162009,5
2163235,5
2166142,5
2167378,5
2167728,5
2170177,5
2170294,5
2171397,5
2174172,5
2175017,5
2176701,5
2179080,5
2180390,5
2182373,5
2183484,5
2185446,5
2187813,5
2191057,5
2192053,5
2192534,5
2192937,5
2194253,5
2195115,5
2195603,5
2200595,5
2201001,5
2201009,5
2202776,5
2204150,5
2205735,5
2214186,5
2215222,5
2220851,5
2223930,5
2224019,5
2226349,5
2226889,5
2230776,5
2232049,5
2232599,5
2233762,5
2239207,5
2239554,5
2240556,5
2241497,5
2242483,5
2242943,5
2243684,5
2244329,5
2245712,5
2246938,5
2250880,5
2257327,5
2260517,5
2261242,5
2265812,5
2267637,5
2268929,5
2269401,5
2269548,5
2270363,5
2272798,5
2280421,5
2282383,5
2282654,5
2283480,5
2283837,5
2284132,5
2285496,5
2285994,5
2291840,5
2291912,5
2293217,5
2294931,5
2294995,5
2297381,5
2297528,5
2301917,5
2302514,5
2304469,5
2308166,5
2311107,5
2312035,5
2312820,5
2313796,5
2313948,5
2314803,5
2317603,5
2318505,5
2320740,5
2322207,5
2325614,5
2326611,5
2327173,5
2328293,5
2328844,5
2331251,5
2331488,5
2332823,5
2334228,5
2335737,5
2336406,5
2338955,5
2339313,5
2342041,5
2343293,5
2343668,5
2345204,5
2346260,5
2348482,5
2351810,5
2352296,5
2355461,5
2358992,5
2361231,5
2362602,5
2365883,5
2366641,5
2366732,5
2366911,5
2366995,5
2367152,5
2368148,5
2368247,5
2368636,5
2369920,5
2370001,5
2372249,5
2376172,5
2376938,5
2377117,5
2378423,5
2378553,5
2380721,5
2382740,5
2383418,5
2386019,5
2386650,5
2387286,5
2390136,5
2392301,5
2393152,5
2393343,5
2397331,5
2399376,5
2400506,5
2401893,5
2402030,5
2403009,5
2403080,5
2404841,5
2405873,5
2407676,5
2407780,5
2408029,5
2416315,5
2418616,5
2418978,5
2423895,5
2424692,5
2426797,5
2427762,5
2429560,5
2431601,5
2431972,5
2432131,5
2432660,5
2432663,5
2433195,5
2433217,5
2433388,5
2436076,5
2438617,5
2439543,5
2443584,5
2443922,5
2444944,5
2445063,5
2445815,5
2447411,5
2448236,5
2448864,5
2449136,5
2451529,5
2451882,5
2452164,5
2453267,5
2455465,5
2457206,5
2458304,5
2458654,5
2459004,5
2460709,5
2460811,5
2461084,5
2461163,5
2462299,5
2462631,5
2464422,5
2464449,5
2464572,5
2465556,5
2466041,5
2467248,5
2467939,5
2468425,5
2474117,5
2474385,5
2476234,5
2476239,5
2476247,5
2477833,5
2477987,5
2478109,5
2478216,5
2478759,5
2479190,5
2480708,5
2481328,5
2482979,5
2483966,5
2484291,5
2487105,5
2488758,5
2489206,5
2489535,5
2493579,5
2495987,5
2501966,5
2505649,5
2505685,5
2505996,5
2507227,5
2507592,5
2508791,5
2509246,5
2511443,5
2512339,5
2514388,5
2517165,5
2518307,5
2520789,5
2522067,5
2522129,5
2524665,5
2526518,5
2527189,5
2529492,5
2532045,5
2537502,5
2538529,5
2538951,5
2539931,5
2541341,5
2544847,5
2545102,5
2545916,5
2546150,5
2547203,5
2548944,5
2550782,5
2551423,5
2551533,5
2552169,5
2552699,5
2553138,5
2556619,5
2557222,5
2557524,5
2558293,5
2561464,5
2563838,5
2565177,5
2566112,5
2567667,5
2568044,5
2569991,5
2570096,5
2571861,5
2572487,5
2573553,5
2574458,5
2576770,5
2577955,5
2578454,5
2578529,5
2578554,5
2580058,5
2581627,5
2582856,5
2583516,5
2590420,5
2594069,5
2595066,5
2595232,5
2596296,5
2596698,5
2598508,5
2600697,5
2604018,5
2604634,5
2605948,5
2606121,5
2607796,5
2609959,5
2611206,5
2613293,5
2613441,5
2616494,5
2619228,5
2619996,5
2622177,5
2625017,5
2626437,5
2626636,5
2632215,5
2632735,5
2633033,5
2634689,5
2643193,5
2646246,5
2647049,5
2654042,5
2657362,5
2657435,5
2662046,5
2662247,5
2663026,5
2663841,5
2664703,5
2667122,5
2667558,5
2667749,5
2668744,5
2670485,5
2671208,5
2673866,5
2678145,5
2682786,5
2683474,5
2683804,5
2684517,5
2684642,5
2684758,5
2689324,5
2689463,5
2692267,5
2692383,5
2692590,5
2693101,5
2695493,5
2696752,5
2699482,5
2700259,5
2701279,5
2702384,5
2703014,5
2703785,5
2705496,5
2705729,5
2709009,5
2710138,5
2710498,5
2712727,5
2713463,5
2713637,5
2715108,5
2715775,5
2720050,5
2720360,5
2721104,5
2722362,5
2722566,5
2722650,5
2724124,5
2724463,5
2724858,5
2725485,5
2726268,5
2727624,5
2731501,5
2731998,5
2732401,5
2733481,5
2735525,5
2739891,5
2740701,5
2741513,5
2744777,5
2745130,5
2745654,5
2745938,5
2748122,5
2750834,5
2751209,5
2752404,5
2754056,5
2755892,5
2757094,5
2760475,5
2761249,5
2762268,5
2762853,5
2763926,5
2765994,5
2768206,5
2769039,5
2769404,5
2770711,5
2771117,5
2771630,5
2774698,5
2778162,5
2780287,5
2780394,5
2781549,5
2782297,5
2785282,5
2787953,5
2787983,5
2788300,5
2788598,5
2788896,5
2789126,5
2791634,5
2792936,5
2795266,5
2795915,5
2797474,5
2797675,5
2799888,5
2801427,5
2801738,5
2801858,5
2801992,5
2804883,5
2805360,5
2808398,5
2809846,5
2811604,5
2816474,5
2818089,5
2819815,5
2820592,5
2821075,5
2821509,5
2822769,5
2824867,5
2825988,5
2830244,5
2831145,5
2832023,5
2833873,5
2835730,5
2836317,5
2837452,5
2841431,5
2842615,5
2843657,5
2843707,5
2843792,5
2844913,5
2845356,5
2846599,5
2847134,5
2849137,5
2850660,5
2851356,5
2856737,5
2857325,5
2859952,5
2861784,5
2865686,5
2865993,5
2867733,5
2871998,5
2873198,5
2873903,5
2874504,5
2874762,5
2875353,5
2877359,5
2877401,5
2878719,5
2882332,5
2882438,5
2883062,5
2883369,5
2884742,5
2885347,5
2889769,5
2890090,5
2890576,5
2892964,5
2893688,5
2895412,5
2896820,5
2897771,5
2899348,5
2899704,5
2900111,5
2900823,5
2902264,5
2902341,5
2903060,5
2903379,5
2904619,5
2904729,5
2904930,5
2906495,5
2908271,5
2910179,5
2910230,5
2911740,5
2912357,5
2913341,5
2913556,5
2914670,5
2914725,5
2917718,5
2917755,5
2920191,5
2920863,5
2926125,5
2926648,5
2935069,5
2935907,5
2936307,5
2937087,5
2939842,5
2940231,5
2940301,5
2944587,5
2944766,5
2945859,5
2947977,5
2948121,5
2949116,5
2950073,5
2952269,5
2952516,5
2955370,5
2956621,5
2960386,5
2960398,5
2960855,5
2962444,5
2963319,5
2964587,5
2964750,5
2965057,5
2965911,5
2967018,5
2968049,5
2972111,5
2974074,5
2974451,5
2976577,5
2979560,5
2981180,5
2983079,5
2985740,5
2985843,5
2986946,5
2992815,5
2993275,5
2995517,5
2996116,5
2997415,5
2998890,5
3000806,5
3002668,5
3006851,5
3008261,5
3009335,5
3010261,5
3011582,5
3012393,5
3013817,5
3014202,5
3018160,5
3023197,5
3023219,5
3025614,5
3026904,5
3027355,5
3029850,5
3029895,5
3031463,5
3031507,5
3032852,5
3034094,5
3034470,5
3034752,5
3035354,5
3038912,5
3040058,5
3040137,5
3040310,5
3040792,5
3041240,5
3044357,5
3045244,5
3045461,5
3048003,5
3048424,5
3049851,5
3052945,5
3053047,5
3055444,5
3057655,5
3058026,5
3058656,5
3059891,5
3060850,5
3063515,5
3063978,5
3066081,5
3066655,5
3066742,5
3067337,5
3068125,5
3069233,5
3069654,5
3069665,5
3070101,5
3070204,5
3075991,5
3076724,5
3076783,5
3077911,5
3078058,5
3078143,5
3078631,5
3080784,5
3081650,5
3082612,5
3084827,5
3087408,5
3088129,5
3090026,5
3090368,5
3090573,5
3090688,5
3091183,5
3091641,5
3092566,5
3096059,5
3098537,5
3098923,5
3099047,5
3099064,5
3099272,5
3100473,5
3101025,5
3101300,5
3103219,5
3105360,5
3107057,5
3107582,5
3110167,5
3112985,5
3113673,5
3114091,5
3114819,5
3116358,5
3116948,5
3118115,5
3119841,5
3120320,5
3121073,5
3121194,5
3121291,5
3121479,5
3121842,5
3122982,5
3124375,5
3124556,5
3125535,5
3126106,5
3127738,5
3128143,5
3128654,5
3132121,5
3133961,5
3134532,5
3138081,5
3138657,5
3141295,5
3142478,5
3143613,5
3145646,5
3145916,5
3148939,5
3152847,5
3153022,5
3153262,5
3153797,5
3154303,5
3154844,5
3155276,5
3155300,5
3157289,5
3158429,5
3159092,5
3160175,5
3161365,5
3161836,5
3162466,5
3163321,5
3166525,5
3167507,5
3170086,5
3171493,5
3172134,5
3173812,5
3174048,5
3175230,5
3177833,5
3180703,5
3181050,5
3181792,5
3187233,5
3189321,5
3189809,5
3190313,5
3191320,5
3192180,5
3195440,5
3195931,5
3200308,5
3200321,5
3202946,5
3206184,5
3206889,5
3207538,5
3213908,5
3215749,5
3217240,5
3218227,5
3218899,5
3220059,5
3220421,5
3223474,5
3223857,5
3225590,5
3225917,5
3226273,5
3226480,5
3227192,5
3228570,5
3229713,5
3231990,5
3233020,5
3238304,5
3240228,5
3242017,5
3243080,5
3243513,5
3244749,5
3246842,5
3248019,5
3248144,5
3249481,5
3249621,5
3249751,5
3250759,5
3251035,5
3252837,5
3253306,5
3254947,5
3258227,5
3258714,5
3259222,5
3259621,5
3260147,5
3263047,5
3265872,5
3266448,5
3268975,5
3269653,5
3270520,5
3271017,5
3271806,5
3272702,5
3273014,5
3273897,5
3274057,5
3274773,5
3275208,5
3275329,5
3275873,5
3276825,5
3277760,5
3278064,5
3278074,5
3279547,5
3283683,5
3288608,5
3289723,5
3290581,5
3290727,5
3294469,5
3296422,5
3302735,5
3308518,5
3310839,5
3311073,5
3314077,5
3316130,5
3318077,5
3319831,5
3321463,5
3327915,5
3330851,5
3331503,5
3332437,5
3336196,5
3337132,5
3337345,5
3337532,5
3338085,5
3339198,5
3341053,5
3341794,5
3343943,5
3344377,5
3346240,5
3347723,5
3351037,5
